Material,Hardness,Density,Temperature,Load,Speed,WearRate,FrictionCoefficient
Zinc,34.54,7.19,162,80,95,0.5251,1.0
Ceramic,93.81,3.64,327,145,419,0.2775,1.0
Graphite,23.82,1.92,316,168,439,0.7089,1.0
Tungsten,92.1,19.37,531,21,163,0.2276,0.4136
PTFE,6.14,2.21,283,129,257,3.0555,1.0
Aluminum,48.36,2.61,707,177,987,0.4089,1.0
Ceramic,95.7,3.76,71,189,880,0.18,1.0
Titanium,84.14,4.42,244,14,66,0.2442,0.3222
Tungsten,96.04,19.22,701,71,574,0.2694,0.8271
Ceramic,98.8,3.84,374,11,201,0.0905,0.1271
Aluminum,45.11,2.63,642,73,863,0.3333,1.0
Inconel,96.99,8.14,621,121,301,0.3385,1.0
Nickel,75.79,8.87,453,100,82,0.9718,1.0
Ceramic,89.13,3.74,673,200,991,0.3659,1.0
Magnesium,30.52,1.63,484,63,376,0.517,1.0
Magnesium,35.67,1.85,771,17,515,0.2758,0.6021
Copper,47.83,8.91,773,135,309,0.9172,1.0
Aluminum,57.82,2.68,67,62,711,0.1999,1.0
Ceramic,86.91,3.99,594,159,948,0.2618,1.0
Steel,72.29,7.81,270,164,893,0.1138,1.0
Magnesium,37.28,1.68,508,25,885,0.1477,0.503
Inconel,96.2,8.16,713,109,547,0.2238,1.0
Bronze,71.41,8.68,767,77,470,0.2777,0.9669
Bronze,59.44,8.85,773,40,306,0.3117,0.5925
Ceramic,95.24,3.76,201,113,378,0.2601,1.0
Ceramic,87.62,3.79,733,133,133,1.0589,1.0
Steel,76.84,7.89,353,79,553,0.0995,0.7363
CastIron,89.99,7.16,337,111,762,0.1155,0.9509
PTFE,8.99,2.3,320,98,877,0.6879,1.0
Nickel,78.03,8.82,323,116,416,0.2209,1.0
Copper,50.28,8.81,486,197,264,0.9119,1.0
PTFE,5.15,2.25,769,11,766,0.4168,1.0
Ceramic,91.36,3.97,728,139,61,2.458,1.0
Inconel,83.6,8.27,735,14,405,0.106,0.3411
PTFE,8.74,2.27,660,47,953,0.5799,1.0
Brass,51.12,8.6,153,48,363,0.0979,0.9685
Graphite,22.51,2.08,144,112,295,0.4649,1.0
Bronze,56.78,8.76,257,137,891,0.2064,1.0
Bronze,60.68,8.79,247,12,659,0.1721,0.4273
Zinc,26.61,7.17,425,91,186,1.0249,1.0
Bronze,64.6,8.8,760,17,185,0.1491,0.3922
Zinc,32.74,7.13,407,24,122,0.4969,0.6695
Ceramic,99.59,3.63,278,197,73,1.0105,1.0
Brass,46.97,8.33,386,173,453,0.4805,1.0
Copper,49.81,8.97,252,5,153,0.042,0.2031
Magnesium,30.4,1.75,245,42,64,0.7905,1.0
Bronze,59.08,8.89,677,127,494,0.4236,1.0
Titanium,78.99,4.54,316,181,400,0.3031,1.0
Graphite,11.12,1.81,374,180,451,1.7655,1.0
Steel,68.33,7.75,635,118,521,0.4449,1.0
Inconel,81.09,8.33,61,155,302,0.1985,1.0
Zinc,39.12,7.01,216,120,408,0.3131,1.0
Nickel,69.51,8.86,288,60,126,0.4148,0.7427
Magnesium,36.75,1.72,570,180,238,1.633,1.0
Nickel,65.89,8.81,761,120,247,0.8253,1.0
Zinc,25.12,7.06,634,168,845,0.7135,1.0
Zinc,37.19,7.01,790,185,196,2.589,1.0
Bronze,60.02,8.82,325,135,820,0.2818,1.0
Inconel,82.97,8.38,719,22,382,0.1818,0.3356
Magnesium,31.17,1.88,192,21,576,0.0454,0.6188
Inconel,85.63,8.36,763,96,749,0.3298,1.0
Aluminum,43.74,2.65,545,85,621,0.2238,1.0
Zinc,39.75,7.06,785,51,523,0.2526,1.0
CastIron,88.09,7.19,700,180,109,1.7028,1.0
Tungsten,91.66,19.36,240,174,65,0.9329,1.0
Magnesium,31.01,1.66,331,158,972,0.3411,1.0
Bronze,53.86,8.89,648,25,546,0.1278,0.5463
Nickel,69.85,8.85,603,19,758,0.2173,0.2776
PTFE,10.94,2.24,69,87,304,0.34,1.0
Nickel,71.21,8.79,135,12,932,0.077,0.3706
Tungsten,99.28,19.06,508,61,375,0.2041,0.7546
PTFE,7.7,2.15,785,64,150,5.4627,1.0
Tungsten,98.37,19.14,641,121,844,0.1539,1.0
Graphite,18.96,1.99,372,194,270,1.9342,1.0
Brass,56.92,8.67,308,195,695,0.2953,1.0
Steel,65.66,7.86,197,154,745,0.178,1.0
Nickel,71.59,8.8,703,156,389,0.5592,1.0
Aluminum,59.55,2.69,459,157,887,0.3506,1.0
Bronze,66.72,8.85,455,173,500,0.4269,1.0
Ceramic,90.78,3.59,128,140,344,0.256,1.0
PTFE,12.09,2.26,56,128,198,0.4861,1.0
Inconel,92.55,8.25,285,103,938,0.2156,0.9992
Zinc,31.18,7.09,63,165,508,0.2594,1.0
Graphite,20.99,1.95,658,15,282,0.2314,0.6846
Zinc,35.77,7.11,186,34,555,0.212,0.7128
Tungsten,98.42,19.01,414,150,923,0.2193,1.0
Nickel,73.21,8.74,388,123,320,0.3525,1.0
Ceramic,95.27,3.72,556,177,677,0.3034,1.0
PTFE,7.2,2.17,210,74,397,0.7777,1.0
Aluminum,54.3,2.68,780,149,364,0.8549,1.0
CastIron,81.89,7.35,146,134,662,0.0959,1.0
Steel,71.71,7.81,134,107,706,0.18,1.0
Tungsten,94.66,19.32,734,118,990,0.2126,0.9114
Titanium,82.73,4.44,237,182,226,0.3212,1.0
Zinc,26.83,7.06,420,6,132,0.141,0.3603
Titanium,90.59,4.48,555,82,267,0.3464,0.8651
Steel,81.88,7.79,505,41,792,0.1438,0.6464
Brass,59.08,8.61,504,53,873,0.1632,0.7419
Magnesium,38.26,1.86,112,139,982,0.1963,1.0
Brass,50.22,8.39,167,6,297,0.1857,0.3534
Copper,48.28,8.98,398,110,570,0.212,1.0
CastIron,85.32,7.31,800,79,472,0.2811,0.6727
Zinc,35.14,7.06,480,92,580,0.2867,1.0
Graphite,16.89,2.01,330,133,743,0.5099,1.0
Ceramic,89.51,3.86,761,132,972,0.1672,1.0
Ceramic,88.52,3.65,567,33,941,0.0954,0.4578
Brass,62.85,8.32,786,182,92,3.1321,1.0
Titanium,75.62,4.46,751,163,734,0.3724,1.0
Magnesium,37.02,1.74,479,170,891,0.4717,1.0
Nickel,63.01,8.72,143,178,616,0.2455,1.0
PTFE,7.32,2.26,487,124,200,5.306,1.0
Ceramic,88.42,3.98,476,78,535,0.2676,0.8177
Titanium,82.18,4.51,93,15,403,0.0894,0.2318
Zinc,27.02,7.11,768,22,668,0.2484,0.6615
Brass,61.07,8.69,292,128,486,0.2208,1.0
Graphite,11.5,2.11,800,11,581,0.3033,0.9852
Ceramic,88.41,3.51,442,40,495,0.1281,0.474
Tungsten,92.46,19.05,124,186,866,0.1476,1.0
Nickel,79.15,8.85,484,7,346,0.1376,0.2169
Copper,42.78,8.96,161,124,580,0.2014,1.0
Graphite,16.5,2.04,350,179,99,4.9201,1.0
Tungsten,90.9,19.38,788,39,920,0.2356,0.6279
PTFE,6.96,2.2,385,196,495,2.9105,1.0
Graphite,20.6,1.95,118,33,777,0.1584,1.0
Zinc,38.56,7.13,633,75,660,0.4294,1.0
Steel,81.84,7.87,740,71,962,0.2318,0.8863
Inconel,94.09,8.22,384,82,314,0.1966,0.8981
Zinc,35.89,7.13,566,20,963,0.1726,0.4772
Titanium,91.62,4.59,503,50,648,0.0977,0.6237
Brass,57.9,8.5,773,37,352,0.2508,0.6338
Inconel,85.15,8.27,695,55,637,0.1439,0.6145
Ceramic,86.79,3.55,606,118,102,1.0437,1.0
Steel,84.26,7.82,649,77,902,0.2234,0.7277
Tungsten,94.3,19.3,690,178,422,0.5585,1.0
CastIron,82.31,7.21,523,111,854,0.1943,1.0
Ceramic,97.8,3.5,534,41,702,0.2141,0.576
Aluminum,40.82,2.79,745,81,675,0.3804,1.0
Copper,53.03,8.86,702,168,270,1.1515,1.0
Brass,59.95,8.64,101,16,287,0.1026,0.4425
Ceramic,89.57,3.99,118,186,706,0.1473,1.0
Inconel,95.12,8.23,339,166,789,0.2439,1.0
Inconel,80.07,8.42,444,102,864,0.1833,0.9228
Tungsten,92.24,19.32,500,47,75,0.5359,0.5468
Inconel,94.05,8.45,337,162,729,0.2537,1.0
Zinc,37.98,7.02,568,91,620,0.3276,1.0
Titanium,90.89,4.55,641,182,333,0.5586,1.0
Copper,40.92,8.95,67,192,368,0.1812,1.0
Bronze,66.67,8.76,199,48,237,0.1294,0.8226
Titanium,92.22,4.52,130,78,82,0.2867,0.6846
PTFE,6.13,2.24,262,137,610,1.2481,1.0
Aluminum,53.54,2.63,279,14,941,0.1757,0.2425
Magnesium,38.52,1.68,542,125,789,0.4678,1.0
Nickel,67.36,8.84,61,121,563,0.0878,1.0
Nickel,75.69,8.89,239,14,467,0.0466,0.4497
Brass,52.96,8.52,185,113,733,0.0949,1.0
CastIron,84.93,7.34,286,27,944,0.2018,0.4428
Nickel,66.8,8.88,88,47,346,0.1352,0.7846
Copper,40.07,8.89,121,88,994,0.2004,1.0
Nickel,70.01,8.87,649,167,377,0.665,1.0
Brass,64.38,8.66,237,65,354,0.2447,0.7736
CastIron,80.61,7.24,121,177,274,0.2573,1.0
Inconel,96.86,8.45,52,179,434,0.0724,1.0
Titanium,86.1,4.42,650,66,720,0.1436,0.853
Bronze,69.41,8.8,584,60,448,0.2062,0.701
Steel,70.31,7.84,446,59,845,0.2312,0.6898
Bronze,66.0,8.64,230,86,917,0.2217,1.0
Titanium,83.15,4.57,402,179,776,0.3133,1.0
Zinc,32.46,7.01,148,21,482,0.1532,0.5528
Nickel,72.1,8.76,526,134,639,0.3708,1.0
CastIron,75.61,7.11,343,187,81,1.3306,1.0
CastIron,76.81,7.05,289,107,411,0.1861,1.0
Ceramic,87.98,3.5,506,174,282,0.5882,1.0
Titanium,76.14,4.51,264,27,486,0.2197,0.3349
Brass,61.75,8.62,107,182,557,0.1274,1.0
Inconel,95.52,8.41,31,108,734,0.1032,0.9743
Aluminum,47.46,2.71,89,97,320,0.0927,1.0
CastIron,82.16,7.07,670,40,952,0.2049,0.5335
Titanium,83.44,4.43,144,69,601,0.1768,0.7652
Inconel,87.95,8.44,696,170,840,0.3484,1.0
Tungsten,92.54,19.26,650,172,882,0.2284,1.0
Titanium,93.77,4.42,668,69,898,0.1415,0.6391
PTFE,10.12,2.2,395,116,175,3.3352,1.0
Brass,54.23,8.5,203,130,905,0.1998,1.0
CastIron,86.05,7.13,55,38,342,0.114,0.488
Copper,47.26,8.97,89,85,412,0.18,1.0
Brass,55.33,8.37,199,107,762,0.1412,1.0
Graphite,14.71,1.97,653,115,658,0.9918,1.0
Magnesium,42.89,1.89,248,77,507,0.1431,1.0
Titanium,94.77,4.58,283,173,624,0.2833,1.0
Inconel,96.59,8.22,580,78,225,0.3339,0.747
CastIron,88.46,7.02,486,13,230,0.237,0.2504
CastIron,85.06,7.36,721,93,448,0.3705,0.9178
Brass,56.87,8.53,467,123,562,0.3814,1.0
Copper,53.29,8.93,373,136,289,0.4879,1.0
Titanium,92.11,4.48,228,112,184,0.334,0.9586
Inconel,81.14,8.29,461,83,587,0.2251,0.8722
Copper,38.69,8.85,616,137,813,0.4574,1.0
Copper,54.72,8.89,498,70,221,0.525,1.0
Magnesium,35.79,1.67,368,109,297,0.5147,1.0
PTFE,8.01,2.29,796,198,917,2.7338,1.0
CastIron,80.77,7.37,460,80,450,0.2544,0.9779
Inconel,85.97,8.14,639,165,854,0.247,1.0
Zinc,31.72,7.17,69,24,509,0.1603,0.5704
Brass,56.39,8.35,145,94,519,0.0786,1.0
Bronze,73.18,8.62,59,44,58,0.2304,0.4614
CastIron,78.8,7.16,36,15,761,0.0459,0.2815
Ceramic,91.84,3.64,747,55,452,0.2569,0.4975
PTFE,13.37,2.22,746,50,654,0.6333,1.0
Bronze,57.33,8.68,771,104,968,0.256,1.0
Inconel,96.08,8.13,129,62,548,0.0461,0.6357
Graphite,11.28,1.99,533,95,659,0.9061,1.0
Tungsten,91.18,19.11,523,89,724,0.0984,0.7828
Copper,51.63,8.97,415,166,552,0.4294,1.0
Magnesium,33.88,1.7,555,179,441,1.0121,1.0
Graphite,22.72,2.04,185,27,344,0.1722,0.9797
PTFE,10.49,2.16,607,27,197,1.124,1.0
Titanium,76.4,4.5,490,124,931,0.2264,1.0
Aluminum,40.39,2.78,416,17,160,0.286,0.4324
Inconel,85.37,8.25,445,187,681,0.3208,1.0
Brass,61.5,8.44,453,81,364,0.3636,1.0
Aluminum,58.21,2.64,535,9,394,0.113,0.2066
Brass,59.52,8.6,461,139,335,0.4173,1.0
Zinc,29.89,7.0,173,43,625,0.1855,1.0
Zinc,36.17,7.17,189,169,955,0.1963,1.0
Inconel,88.56,8.44,129,10,123,0.1501,0.1562
Bronze,66.08,8.84,573,191,648,0.3422,1.0
Magnesium,30.66,1.84,758,142,129,3.5953,1.0
Graphite,22.0,1.83,574,40,499,0.3817,1.0
Magnesium,32.09,1.82,106,80,641,0.1734,1.0
Zinc,29.57,7.01,393,83,712,0.2268,1.0
Copper,44.81,8.98,507,85,290,0.5887,1.0
Titanium,75.82,4.57,623,158,306,0.7058,1.0
Tungsten,93.03,19.34,118,79,105,0.2359,0.8992
Zinc,37.87,7.0,587,123,422,0.6571,1.0
Tungsten,93.52,19.27,761,193,142,1.4199,1.0
Tungsten,90.98,19.37,298,90,502,0.1155,0.7944
Graphite,16.86,1.87,197,86,175,0.8616,1.0
Magnesium,43.22,1.72,403,30,398,0.2787,0.5635
CastIron,80.0,7.09,278,85,221,0.3253,0.9328
Steel,75.09,7.84,760,53,53,1.2801,0.6628
Tungsten,98.38,19.24,205,176,487,0.1344,1.0
Nickel,75.58,8.77,120,86,166,0.2788,0.8398
Magnesium,41.24,1.75,395,61,199,0.5279,1.0
Nickel,74.19,8.81,680,168,537,0.5445,1.0
Ceramic,85.78,3.84,223,32,627,0.127,0.4584
Tungsten,90.49,19.06,770,70,682,0.2889,0.7213
Nickel,60.26,8.77,685,133,969,0.3528,1.0
Brass,55.62,8.7,90,198,193,0.2958,1.0
Nickel,60.52,8.81,147,186,701,0.102,1.0
Magnesium,44.02,1.73,122,158,391,0.2673,1.0
Steel,83.35,7.87,216,27,522,0.1353,0.4341
Steel,71.52,7.78,294,110,659,0.1073,1.0
Magnesium,36.57,1.66,745,141,961,0.4265,1.0
Ceramic,99.2,3.93,755,35,564,0.1069,0.3061
Bronze,58.24,8.64,27,47,786,0.1524,0.8803
Magnesium,36.56,1.88,716,189,824,0.7493,1.0
Graphite,24.51,2.13,482,122,635,0.6276,1.0
Bronze,63.73,8.9,410,131,123,1.0102,1.0
Nickel,78.62,8.89,574,196,706,0.4309,1.0
Ceramic,95.06,3.7,410,52,242,0.1958,0.6099
CastIron,72.63,7.27,712,178,436,0.6046,1.0
Magnesium,32.76,1.62,493,79,179,0.966,1.0
Titanium,93.71,4.55,413,29,635,0.1265,0.5159
Ceramic,96.03,3.97,643,103,729,0.2303,0.985
Nickel,71.17,8.89,611,121,797,0.1766,1.0
Bronze,58.33,8.71,649,94,600,0.379,1.0
Zinc,34.35,7.14,107,74,53,0.6704,1.0
Inconel,88.91,8.22,317,110,317,0.1709,0.9157
Zinc,33.6,7.02,693,85,693,0.4777,1.0
Steel,82.75,7.72,634,190,326,0.6524,1.0
Inconel,93.77,8.14,752,5,179,0.1808,0.2008
Tungsten,91.27,19.07,90,42,948,0.0581,0.451
Magnesium,43.95,1.63,748,129,460,0.6176,1.0
CastIron,76.52,7.25,670,111,707,0.2314,1.0
Brass,57.62,8.56,465,166,663,0.3374,1.0
Copper,45.4,8.9,780,133,415,0.8193,1.0
Copper,53.34,8.85,594,7,839,0.0233,0.4352
Bronze,54.11,8.87,334,135,121,1.0478,1.0
Inconel,90.59,8.23,614,147,182,0.709,1.0
Aluminum,40.09,2.75,39,109,652,0.1869,1.0
Copper,43.44,8.84,272,21,755,0.1988,0.5689
PTFE,14.54,2.3,158,109,118,1.2794,1.0
PTFE,14.9,2.18,720,137,960,0.9703,1.0
Ceramic,90.65,3.75,472,176,867,0.2839,1.0
Titanium,91.01,4.58,533,79,159,0.4803,0.6745
Copper,42.72,8.97,627,102,165,1.1887,1.0
Brass,60.87,8.34,42,128,471,0.0936,1.0
CastIron,88.8,7.38,685,93,865,0.2305,0.8588
Tungsten,92.61,19.27,445,118,226,0.4397,0.9098
Titanium,93.82,4.48,695,160,569,0.3913,1.0
Magnesium,31.97,1.76,763,53,910,0.2685,1.0
Bronze,54.57,8.74,634,85,863,0.2815,1.0
Steel,70.49,7.83,578,200,214,1.1288,1.0
Brass,49.7,8.58,413,148,262,0.731,1.0
Tungsten,94.01,19.26,30,139,125,0.1804,1.0
Aluminum,41.85,2.78,738,111,658,0.4412,1.0
Zinc,33.54,7.07,129,165,619,0.1715,1.0
Aluminum,58.54,2.69,756,7,888,0.0325,0.1637
Titanium,81.5,4.54,792,106,748,0.2905,1.0
PTFE,12.13,2.29,677,196,154,8.9519,1.0
CastIron,81.51,7.1,644,195,117,1.7971,1.0
Aluminum,59.93,2.71,614,116,828,0.2092,1.0
Copper,37.2,8.85,330,79,404,0.2796,1.0
Inconel,94.54,8.49,591,196,330,0.547,1.0
Magnesium,32.39,1.77,450,129,424,0.6342,1.0
Brass,64.51,8.68,726,56,102,0.9115,0.6933
Tungsten,98.02,19.2,323,30,926,0.1231,0.3431
Inconel,88.01,8.49,647,26,281,0.2817,0.337
Inconel,81.55,8.35,33,121,637,0.1956,1.0
Ceramic,92.88,3.59,463,73,852,0.2121,0.8389
Aluminum,51.31,2.63,755,99,202,1.0467,1.0
Titanium,88.57,4.55,637,33,294,0.2525,0.5952
Nickel,77.12,8.76,590,115,519,0.3471,1.0
Bronze,73.08,8.71,419,81,277,0.31,0.9151
Ceramic,86.5,3.84,557,155,69,1.8187,1.0
Graphite,13.44,2.05,557,184,204,4.702,1.0
PTFE,11.28,2.23,687,189,353,4.105,1.0
PTFE,11.28,2.15,121,61,898,0.1258,1.0
Steel,73.49,7.71,677,37,757,0.068,0.555
CastIron,87.2,7.12,390,21,224,0.0983,0.3158
Bronze,65.1,8.82,508,131,784,0.3574,1.0
Bronze,62.42,8.63,375,188,607,0.2946,1.0
Brass,48.67,8.59,130,175,190,0.4225,1.0
Copper,49.45,8.94,467,161,441,0.5437,1.0
Zinc,39.39,7.12,53,133,592,0.1835,1.0
Steel,79.01,7.72,670,110,426,0.3994,1.0
Magnesium,40.2,1.61,100,168,583,0.1181,1.0
Inconel,96.27,8.31,663,81,458,0.2803,0.8026
Brass,63.82,8.37,119,130,439,0.097,1.0
Ceramic,99.38,3.74,544,51,476,0.0933,0.4373
Steel,75.87,7.87,168,30,901,0.1007,0.3813
Zinc,38.96,7.06,213,153,479,0.3977,1.0
Tungsten,98.58,19.25,596,137,376,0.4216,1.0
Titanium,76.6,4.4,287,24,143,0.2359,0.4195
Nickel,73.52,8.81,390,181,770,0.3134,1.0
Tungsten,99.83,19.23,548,194,780,0.3579,1.0
PTFE,5.78,2.25,258,116,227,2.9466,1.0
Brass,58.46,8.3,664,85,419,0.3841,1.0
Inconel,93.34,8.11,244,135,658,0.1636,1.0
Graphite,13.23,2.1,326,60,730,0.3852,1.0
Steel,78.8,7.75,641,19,319,0.2425,0.2108
Brass,57.34,8.37,399,60,676,0.1055,1.0
Titanium,82.49,4.53,279,13,511,0.1645,0.2185
Bronze,70.39,8.83,439,182,103,1.4728,1.0
Bronze,64.69,8.65,42,63,678,0.16,0.8743
Titanium,82.56,4.48,763,154,871,0.3622,1.0
Magnesium,37.67,1.77,732,134,798,0.4721,1.0
Zinc,27.28,7.17,468,171,203,1.9568,1.0
Ceramic,87.48,3.97,639,42,339,0.2469,0.4066
Brass,50.14,8.64,634,75,53,2.2837,1.0
Inconel,86.27,8.34,505,47,957,0.0792,0.615
Titanium,75.7,4.59,637,121,428,0.3766,1.0
Magnesium,36.69,1.69,248,122,891,0.1883,1.0
Aluminum,53.43,2.61,199,59,942,0.044,0.8382
Bronze,65.48,8.8,682,70,777,0.2751,0.9017
Aluminum,42.16,2.79,690,14,650,0.2194,0.3867
Tungsten,94.98,19.15,777,95,265,0.5319,0.835
PTFE,6.76,2.14,444,142,307,3.9694,1.0
Graphite,23.32,1.96,251,102,770,0.3542,1.0
Bronze,58.03,8.77,266,191,636,0.234,1.0
Zinc,35.07,7.17,557,55,276,0.5173,1.0
Tungsten,91.38,19.35,57,178,599,0.1136,1.0
Brass,59.66,8.54,227,55,195,0.1721,0.8293
Zinc,31.48,7.07,335,157,183,1.2897,1.0
Graphite,21.17,1.93,145,124,682,0.1729,1.0
Steel,74.53,7.85,111,17,92,0.1099,0.3089
Nickel,76.67,8.77,231,64,294,0.281,0.7633
Steel,74.08,7.85,701,71,814,0.1505,0.9431
Brass,58.22,8.41,717,129,622,0.479,1.0
Ceramic,88.12,3.54,518,47,939,0.2001,0.543
PTFE,13.26,2.18,294,179,288,1.8535,1.0
Steel,83.51,7.73,767,80,728,0.195,0.8463
Tungsten,96.27,19.11,356,54,856,0.0531,0.5957
Steel,67.55,7.73,117,157,145,0.3027,1.0
Titanium,75.47,4.54,232,24,918,0.0288,0.4106
Magnesium,35.38,1.65,223,148,194,0.8004,1.0
PTFE,12.8,2.18,414,171,603,1.3443,1.0
Aluminum,45.9,2.78,121,121,868,0.0968,1.0
Inconel,95.28,8.24,562,62,254,0.3302,0.7129
Brass,46.53,8.6,687,102,175,1.1813,1.0
Aluminum,48.62,2.69,172,193,444,0.2872,1.0
Brass,63.3,8.32,181,62,305,0.1017,0.888
Inconel,97.17,8.13,511,189,181,0.7007,1.0
Aluminum,56.4,2.79,163,123,522,0.2231,1.0
Inconel,95.14,8.49,467,79,907,0.1898,0.6301
Steel,76.67,7.71,635,69,587,0.1641,0.8732
Zinc,28.43,7.03,40,112,209,0.1256,1.0
Copper,43.89,8.99,126,118,628,0.2062,1.0
CastIron,72.56,7.06,371,135,498,0.2331,1.0
CastIron,70.45,7.19,401,67,808,0.1978,0.9786
Bronze,65.46,8.64,407,29,785,0.0975,0.626
Graphite,19.26,1.98,625,169,108,6.4335,1.0
Graphite,23.18,2.12,775,5,707,0.1348,0.4659
Inconel,94.58,8.37,688,64,550,0.1831,0.6799
Titanium,92.59,4.45,419,114,920,0.2602,0.9773
Magnesium,33.39,1.73,577,124,868,0.3286,1.0
Inconel,96.13,8.44,342,199,815,0.2694,1.0
Inconel,81.46,8.27,624,147,741,0.2733,1.0
Inconel,81.74,8.41,734,161,307,0.6877,1.0
Titanium,88.6,4.54,526,48,298,0.2915,0.4378
Ceramic,92.18,3.61,375,152,134,0.7383,1.0
Inconel,85.88,8.31,674,121,418,0.4741,1.0
PTFE,5.94,2.16,703,138,142,14.4037,1.0
Graphite,11.15,2.05,455,42,278,0.9458,1.0
CastIron,77.1,7.07,30,82,314,0.0378,0.8546
Steel,75.13,7.72,203,49,931,0.1175,0.7266
Brass,58.72,8.65,445,77,190,0.4095,1.0
Zinc,25.48,7.14,279,164,339,0.8454,1.0
Magnesium,33.86,1.63,214,185,470,0.4427,1.0
Brass,55.3,8.33,259,136,242,0.3842,1.0
Tungsten,97.08,19.29,653,123,963,0.1736,1.0
Steel,72.88,7.8,542,70,884,0.1563,0.7455
Nickel,67.45,8.88,87,72,813,0.1764,1.0
Bronze,65.2,8.63,44,69,102,0.1897,0.9633
Zinc,33.85,7.05,653,170,413,1.0762,1.0
Graphite,13.35,1.94,373,84,93,3.3381,1.0
CastIron,73.98,7.01,332,154,130,0.723,1.0
PTFE,9.53,2.1,256,182,475,1.3247,1.0
Titanium,90.71,4.54,717,28,272,0.2924,0.4081
Steel,72.81,7.79,722,58,369,0.363,0.7924
Brass,61.11,8.63,69,150,271,0.1724,1.0
PTFE,14.18,2.16,90,147,343,0.3507,1.0
Aluminum,45.43,2.8,707,39,552,0.3206,0.9189
Aluminum,52.99,2.78,656,10,966,0.0565,0.3092
Nickel,76.0,8.83,235,142,509,0.2822,1.0
Titanium,75.87,4.47,94,72,396,0.1519,0.9345
Copper,49.44,8.84,139,112,602,0.219,1.0
Brass,47.26,8.63,477,11,967,0.1452,0.239
Steel,82.38,7.89,610,69,325,0.3557,0.7863
CastIron,72.31,7.1,512,175,908,0.2322,1.0
Steel,84.6,7.76,27,89,548,0.1359,0.9602
Aluminum,53.58,2.75,240,102,977,0.1596,1.0
Steel,75.8,7.87,741,88,870,0.2777,1.0
Zinc,35.3,7.17,249,126,617,0.3509,1.0
Aluminum,41.5,2.64,405,186,294,0.96,1.0
Titanium,87.68,4.59,460,8,899,0.1235,0.2019
Graphite,10.31,1.92,737,78,747,1.0493,1.0
Bronze,50.17,8.64,485,91,223,0.583,1.0
Aluminum,60.0,2.79,151,79,272,0.2381,1.0
Bronze,60.96,8.9,740,195,833,0.5482,1.0
Tungsten,99.1,19.16,36,118,106,0.1594,1.0
Graphite,15.78,2.03,423,79,354,0.8334,1.0
Aluminum,57.71,2.61,507,130,712,0.3054,1.0
Steel,74.29,7.86,308,184,762,0.1939,1.0
Magnesium,41.9,1.87,326,147,259,0.6583,1.0
Zinc,38.17,7.09,320,55,898,0.2514,1.0
Graphite,24.0,2.08,126,90,777,0.1181,1.0
Ceramic,97.1,3.75,365,169,142,0.7501,1.0
CastIron,78.13,7.37,530,25,843,0.1742,0.291
Copper,40.05,8.94,629,195,673,0.7365,1.0
Magnesium,33.42,1.7,389,14,723,0.1627,0.5066
Magnesium,40.13,1.89,464,14,913,0.1619,0.3324
Ceramic,94.83,3.59,137,76,693,0.1317,0.8776
Magnesium,36.63,1.82,116,174,999,0.1448,1.0
Nickel,60.8,8.72,505,100,592,0.224,1.0
Copper,38.19,8.87,50,11,303,0.0932,0.2911
Bronze,57.79,8.77,425,134,535,0.3571,1.0
Zinc,27.25,7.11,437,157,279,1.2517,1.0
Brass,47.53,8.33,103,50,300,0.1778,0.9827
Copper,35.03,8.91,513,173,563,0.6483,1.0
Ceramic,86.44,3.86,441,110,512,0.1686,0.9879
Aluminum,52.32,2.65,563,107,899,0.3557,1.0
Tungsten,98.66,19.27,402,90,780,0.0996,0.6713
Titanium,78.69,4.47,130,52,582,0.1893,0.7031
CastIron,71.67,7.24,770,64,158,0.6765,0.6766
Nickel,75.41,8.86,305,188,748,0.246,1.0
Copper,48.87,8.98,773,169,145,2.4539,1.0
Graphite,17.97,2.01,266,176,852,0.455,1.0
Nickel,65.68,8.86,180,100,903,0.0775,1.0
Graphite,16.17,2.01,646,89,431,1.0574,1.0
PTFE,8.12,2.14,414,181,641,1.9695,1.0
Magnesium,33.31,1.71,285,113,739,0.3569,1.0
Copper,42.9,8.95,238,195,664,0.3829,1.0
Bronze,71.22,8.83,542,141,450,0.4478,1.0
CastIron,72.9,7.26,664,152,487,0.4651,1.0
Inconel,83.38,8.45,525,158,119,1.0822,1.0
PTFE,13.55,2.24,324,100,697,0.5755,1.0
Magnesium,37.74,1.89,771,16,415,0.1807,0.5785
Tungsten,95.95,19.25,571,67,277,0.3132,0.7957
Inconel,80.13,8.32,114,16,668,0.1312,0.3448
PTFE,13.29,2.19,627,33,837,0.3202,1.0
Nickel,65.63,8.71,113,200,368,0.2015,1.0
Bronze,58.94,8.84,282,138,386,0.342,1.0
Aluminum,58.9,2.61,149,166,373,0.3156,1.0
Aluminum,46.62,2.69,265,42,252,0.1833,0.7189
Bronze,55.47,8.72,264,91,232,0.2765,1.0
CastIron,88.02,7.05,703,25,960,0.1945,0.2753
Tungsten,90.32,19.05,666,36,839,0.0958,0.5789
Copper,36.8,8.85,704,151,862,0.5777,1.0
Titanium,93.01,4.47,749,192,469,0.4648,1.0
CastIron,76.72,7.34,368,52,648,0.24,0.5325
Ceramic,99.81,3.6,60,126,802,0.1837,0.9378
Zinc,30.2,7.01,706,119,724,0.5628,1.0
